index,Job Title,Lower Salary Expectations,Higher Salary Expectation,Rating,Company Name,Location,State,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,Total Years
261,Principal Data Scientist - Machine Learning,$90,$124,3.6,Constant Contact,Waltham, MA,"Waltham, MA",Unknown,1995,Subsidiary or Business Segment,Advertising & Marketing,Business Services,Unknown / Non-Applicable,"Drip, iContact, Mailchimp",28
262,Data Scientist-Human Resources,$91,$150,3.8,MIT Lincoln Laboratory,Lexington, MA,"Lexington, MA",1001 to 5000 employees,1951,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,,72
263,Associate Data Scientist,$91,$150,3.3,Puget Sound Energy,Bothell, WA,"Bellevue, WA",1001 to 5000 employees,1999,Company - Private,Utilities,"Oil, Gas, Energy & Utilities",$2 to $5 billion (USD),,24
264,"Data Scientist - Statistics, Mid-Career",$91,$150,3.7,Pacific Northwest National Laboratory,Richland, WA,"Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",58
265,Director of Data Science,$91,$150,3.8,Analysis Group,Boston, MA,"Boston, MA",1001 to 5000 employees,1981,Private Practice / Firm,Consulting,Business Services,$100 to $500 million (USD),,42
266,Data Scientist,$91,$150,3.2,US Pharmacopeia,Rockville, MD,"Rockville, MD",1001 to 5000 employees,1820,Nonprofit Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),,203
267,Data Scientist,$91,$150,4.6,Itlize Global,Piscataway, NJ,"Piscataway, NJ",201 to 500 employees,2010,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),,13
268,Data Scientist,$91,$150,3.5,eBay,San Jose, CA,"San Jose, CA",10000+ employees,1995,Company - Public,Internet,Information Technology,$10+ billion (USD),"Amazon, Apple",28
269,"Data Engineer, Digital & Comp Pathology",$91,$150,5,Paige,New York, NY,"New York, NY",1 to 50 employees,2018,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,,5
270,Data Engineer,$91,$150,4.1,Shape Security,Santa Clara, CA,"Mountain View, CA",51 to 200 employees,2011,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,,12
271,"Manager / Lead, Data Science & Analytics",$91,$150,4.1,ABIOMED,Danvers, MA,"Danvers, MA",1001 to 5000 employees,1981,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Covidien, Boston Scientific",42
272,Data Scientist,$91,$150,3.5,Comcast,New York, NY,"Philadelphia, PA",10000+ employees,1963,Company - Public,,,$10+ billion (USD),"AT&T, Verizon",60
273,Data Scientist,$91,$150,3.2,"Metronome, LLC",Vienna, VA,"Fairfax, VA",51 to 200 employees,2011,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),,12
274,Data Scientist,$91,$150,5,SkillSoniq,San Francisco, CA,"Jersey City, NJ",Unknown,,Company - Public,,,Unknown / Non-Applicable,,2023
275,Data Scientist,$91,$150,4.7,Lawrence Livermore National Lab,Livermore, CA,"Livermore, CA",1001 to 5000 employees,1952,Government,Federal Agencies,Government,$1 to $2 billion (USD),"Los Alamos National Laboratory, NASA Jet Propulsion Laboratory, Sandia National Laboratories",71
276,Diversity and Inclusion Data Analyst,$91,$150,3.8,FHLBank Pittsburgh,Pittsburgh, PA,"Pittsburgh, PA",201 to 500 employees,1932,Company - Private,Banks & Credit Unions,Finance,$1 to $2 billion (USD),,91
277,Data Scientist,$91,$150,3.6,Jacobs,Herndon, VA,"Dallas, TX",10000+ employees,1947,Company - Public,Architectural & Engineering Services,Business Services,$10+ billion (USD),"Fluor, Bechtel, AECOM",76
278,Data Scientist,$91,$150,4.8,Klaviyo,Boston, MA,"Boston, MA",201 to 500 employees,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,,11
279,Data Scientist,$91,$150,3.3,Underwriters Laboratories,Northbrook, IL,"Northbrook, IL",10000+ employees,1894,Company - Private,Consulting,Business Services,$2 to $5 billion (USD),"Intertek, SGS, Bureau Veritas",129
280,Data Scientist,$91,$150,3.7,Altus Group,Irvine, CA,"Toronto, Canada",1001 to 5000 employees,2005,Company - Public,Real Estate,Real Estate,$100 to $500 million (USD),,18
281,Data Scientist,$91,$150,5,Jobot,Irvine, CA,"Irvine, CA",51 to 200 employees,2018,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),,5
282,Data Scientist,$91,$150,,Trovetechs Inc,San Francisco, CA,"Hillsborough, NJ",Unknown,,Company - Private,,,Unknown / Non-Applicable,,2023
283,Senior Analyst/Data Scientist,$141,$225,3.4,Edmunds.com,Santa Monica, CA,"Santa Monica, CA",501 to 1000 employees,1966,Company - Private,Internet,Information Technology,$100 to $500 million (USD),"TrueCar, Cars.com, Kelley Blue Book",57
284,Data Scientist,$141,$225,5,Cohere Health,Boston, MA,"Boston, MA",1 to 50 employees,2019,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,,4
285,Data Scientist,$141,$225,,Trovetechs Inc,San Francisco, CA,"Hillsborough, NJ",Unknown,,Company - Private,,,Unknown / Non-Applicable,,2023
286,Senior Data Scientist - R&D Oncology,$141,$225,4,AstraZeneca,New York, NY,"Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",110
287,Data Scientist,$141,$225,4.2,Oshkosh Corporation,Oshkosh, WI,"Oshkosh, WI",10000+ employees,1917,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$5 to $10 billion (USD),"Lockheed Martin, Caterpillar, John Deere",106
288,Data Scientist,$141,$225,4.3,Joby Aviation,San Carlos, CA,"Santa Cruz, CA",51 to 200 employees,,Company - Private,,,Unknown / Non-Applicable,,2023
289,Data Scientist,$141,$225,3.4,Mackin,Menlo Park, CA,"Pittsburgh, PA",51 to 200 employees,1960,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),,63
290,Data Scientist,$141,$225,,PETADATA,San Francisco, CA,"Fremont, CA",51 to 200 employees,,Company - Private,,,Unknown / Non-Applicable,,2023
291,Data Scientist,$141,$225,4.4,VBeyond Corporation,Dallas, TX,"Hillsborough, NJ",201 to 500 employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),,17
292,Data Scientist Machine Learning,$141,$225,3.5,Leidos,Arlington, VA,"Reston, VA",10000+ employees,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),,54
293,Data Scientist,$141,$225,3.7,Take-Two,San Francisco, CA,"New York, NY",1001 to 5000 employees,1993,Company - Public,Video Games,Media,$1 to $2 billion (USD),"Activision Blizzard, Electronic Arts",30
294,Data Scientist,$141,$225,3.7,Colony Brands,Monroe, WI,"Monroe, WI",501 to 1000 employees,,Company - Private,Food & Beverage Stores,Retail,$100 to $500 million (USD),,2023
295,Data Scientist,$141,$225,4.1,Capio Group,Sacramento, CA,"Goteborg, Sweden",10000+ employees,,Hospital,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,,2023
296,Data Scientist,$141,$225,3.4,SleePare,New York, NY,"New York, NY",1 to 50 employees,2017,Company - Private,Other Retail Stores,Retail,Unknown / Non-Applicable,,6
297,Data Analyst,$141,$225,4.5,ShorePoint,Reston, VA,"Washington, DC",1 to 50 employees,2017,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,,6
298,Data Scientist,$141,$225,3.5,Dolphin,New York, NY,"Lake Buena Vista, FL",1001 to 5000 employees,1990,Company - Private,"Hotels, Motels, & Resorts",Travel & Tourism,Unknown / Non-Applicable,,33
299,Data Scientist,$141,$225,3.6,TE Connectivity,Hampton, VA,"Schaffhausen, Switzerland",10000+ employees,2007,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD),,16
300,Data Scientist,$141,$225,3.2,State of Virginia,Richmond, VA,"Richmond, VA",10000+ employees,1788,Government,State & Regional Agencies,Government,$10+ billion (USD),,235
301,Data Scientist,$141,$225,3.7,TA Digital,New York, NY,"Newark, CA",501 to 1000 employees,2000,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),,23
302,Data Scientist,$141,$225,4,Market America Inc,Monterey, CA,"Greensboro, NC",501 to 1000 employees,1992,Company - Private,Other Retail Stores,Retail,$100 to $500 million (USD),,31
303,Data Scientist,$145,$225,3.2,Triplebyte,Chicago, IL,"San Francisco, CA",51 to 200 employees,2015,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,,8
304,Data Scientist,$145,$225,4.5,Kingfisher Systems,McLean, VA,"Falls Church, VA",51 to 200 employees,2005,Company - Private,Federal Agencies,Government,$25 to $50 million (USD),,18
305,Chief Scientist,$145,$225,3.4,TrueAccord,Remote,,"San Francisco, CA",51 to 200 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,,10
306,Data Scientist,$145,$225,3.9,ALTA IT Services,Woodlawn, MD,"Rockville, MD",201 to 500 employees,2004,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),,19
307,Data Scientist,$145,$225,3.2,Kollasoft Inc.,United States,,"Scottsdale, AZ",1 to 50 employees,,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),,2023
308,Data Scientist,$145,$225,5,Kollasoft Inc.,New York, NY,"Irving, TX",Unknown,,Company - Public,,,Unknown / Non-Applicable,,2023
309,Data Scientist,$145,$225,3.4,ASRC Federal Holding Company,Reston, VA,"Beltsville, MD",5001 to 10000 employees,2003,Company - Private,Aerospace & Defense,Aerospace & Defense,$500 million to $1 billion (USD),,20
310,Data Scientist,$145,$225,4.4,Adwait Algorithm,New York, NY,"Houston, TX",51 to 200 employees,2015,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,,8
311,"Health Plan Data Analyst, Sr",$145,$225,3.8,Cook Children's Health Care System,Fort Worth, TX,"Fort Worth, TX",5001 to 10000 employees,1918,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),"Children's Health, Texas Health Resources, Baylor Scott & White Health",105
312,"Principal Scientist/Associate Director, Quality Control and Analytical Technologies",$145,$225,3.8,Rubius Therapeutics,Smithfield, RI,"Cambridge, MA",201 to 500 employees,2013,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),,10
313,Data Scientist,$145,$225,3.5,Cambridge FX,Atlanta, GA,"Toronto, Canada",201 to 500 employees,1992,Company - Public,Financial Transaction Processing,Finance,$100 to $500 million (USD),,31
314,Senior Data Scientist,$145,$225,3.8,Metromile,San Francisco, CA,"San Francisco, CA",201 to 500 employees,2011,Company - Private,Insurance Carriers,Insurance,Unknown / Non-Applicable,,12
315,Data Scientist,$145,$225,3.9,Criteo,Ann Arbor, MI,"Paris, France",1001 to 5000 employees,2005,Company - Public,Internet,Information Technology,$2 to $5 billion (USD),"MediaMath, Conversant, AppNexus",18
316,Data Scientist,$145,$225,3.4,Advance Sourcing Concepts,Pittsburgh, PA,"Pittsburgh, PA",51 to 200 employees,,Company - Private,,,$1 to $5 million (USD),,2023
317,Data Scientist,$145,$225,3.8,Enterprise Solutions Inc,New York, NY,"Naperville, IL",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),,23
318,Analytics - Business Assurance Data Analyst,$145,$225,4.6,GreatAmerica Financial Services,Cedar Rapids, IA,"Cedar Rapids, IA",501 to 1000 employees,1992,Company - Private,Lending,Finance,$100 to $500 million (USD),,31
319,Data Scientist,$145,$225,,Microagility,New York, NY,"Princeton, NJ",1 to 50 employees,,Company - Private,Consulting,Business Services,$1 to $5 million (USD),,2023
320,Data Scientist,$145,$225,4.6,"Conch Technologies, Inc",Concord, CA,"Memphis, TN",51 to 200 employees,,Company - Private,Consulting,Business Services,$5 to $10 million (USD),,2023
321,"Development Scientist, Voltaren",$145,$225,3.9,GSK,Richmond, VA,"Brentford, United Kingdom",10000+ employees,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Pfizer, AstraZeneca, Merck",193
322,Data Scientist,$145,$225,,"Rainmaker Resources, LLC",Cincinnati, OH,"Cincinnati, OH",1 to 50 employees,,Company - Private,,,Unknown / Non-Applicable,,2023
323,Data Scientist,$79,$147,3.7,GovTech,San Francisco, CA,"Singapore, Singapore",1001 to 5000 employees,2016,Government,Federal Agencies,Government,Unknown / Non-Applicable,,7
324,Data Scientist,$79,$147,3.3,Intellectual Ventures,Bellevue, WA,"Bellevue, WA",501 to 1000 employees,2000,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,,23
325,Data Engineer,$79,$147,4.4,Rocket Lawyer,San Francisco, CA,"San Francisco, CA",51 to 200 employees,2008,Company - Private,Computer Hardware & Software,Information Technology,$50 to $100 million (USD),,15
326,Data Scientist,$79,$147,3.7,22nd Century Technologies,Oakland, CA,"Somerset, NJ",1001 to 5000 employees,1997,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),,26
327,Data Scientist,$79,$147,3.3,Huxley,San Francisco, CA,"London, United Kingdom",201 to 500 employees,1995,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),,28
328,Data Scientist,$79,$147,3.4,FM Systems,Boston, MA,"Raleigh, NC",51 to 200 employees,1984,Company - Private,Computer Hardware & Software,Information Technology,$5 to $10 million (USD),"Archibus, iOffice, Planon",39
329,Data Scientist,$79,$147,,B4Corp,Reston, VA,"Leesburg, VA",51 to 200 employees,,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,,2023
330,Machine Learning Engineer,$79,$147,3.7,Mteq,Fort Belvoir, VA,"Lorton, VA",501 to 1000 employees,1954,Company - Public,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),"Harris, Fibertek",69
331,Principal Data & Analytics Platform Engineer,$79,$147,3.7,Blue Cross and Blue Shield of North Carolina,Durham, NC,"Durham, NC",1001 to 5000 employees,1933,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),,90
332,Machine Learning Engineer/Scientist,$79,$147,4.8,Jane Street,New York, NY,"New York, NY",501 to 1000 employees,2000,Company - Private,Investment Banking & Asset Management,Finance,Unknown / Non-Applicable,,23
333,Data Scientist,$79,$147,5,SSATI,McLean, VA,"Annapolis Junction, MD",1 to 50 employees,2003,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),,20
334,"Senior Data Scientist – Image Analytics, Novartis AI Innovation Lab",$79,$147,3.9,Novartis,Cambridge, MA,"Basel, Switzerland",10000+ employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),,27
335,Data Scientist,$79,$147,3.4,Solving IT International Inc,Chicago, IL,"Chicago, IL",501 to 1000 employees,,Company - Private,,,Unknown / Non-Applicable,,2023
336,Data Scientist,$79,$147,3.3,The Davey Tree Expert Company,Kent, OH,"Kent, OH",10000+ employees,1880,Self-employed,Timber Operations,Agriculture & Forestry,$1 to $2 billion (USD),"ACRT Services, Bartlett Tree Experts",143
337,Data Scientist,$79,$147,4.6,Centauri,Reston, VA,"Chantilly, VA",501 to 1000 employees,1999,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),"TASC, Vencore, Booz Allen Hamilton",24
338,Data Scientist,$79,$147,,Stride Search,San Francisco, CA,"Westlake Village, CA",1 to 50 employees,,Company - Private,,,Less than $1 million (USD),,2023
339,Machine Learning Engineer,$79,$147,2.6,Software Engineering Institute,Pittsburgh, PA,"Pittsburgh, PA",501 to 1000 employees,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,,39
340,Data Analyst - Unilever Prestige,$79,$147,3.8,Dermalogica,Carson, CA,"Carson, CA",201 to 500 employees,1986,Subsidiary or Business Segment,Consumer Products Manufacturing,Manufacturing,$100 to $500 million (USD),"IMAGE Skincare, Aveda, Kiehl's",37
341,Data Scientist,$79,$147,4.8,TechProjects,New York, NY,"North Brunswick, NJ",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,,12
342,"VP, Data Science",$79,$147,3.9,7Park Data,New York, NY,"New York, NY",51 to 200 employees,2012,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,,11
343,Data Scientist,$122,$146,4,Netskope,Santa Clara, CA,"Santa Clara, CA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,"Skyhigh Networks, Zscaler, NortonLifeLock",11
344,Data Scientist,$122,$146,4.2,Eversight,Palo Alto, CA,"Palo Alto, CA",51 to 200 employees,2013,Company - Private,Enterprise Software & Network Solutions,Information Technology,$10 to $25 million (USD),,10
345,Senior Business Intelligence Analyst,$122,$146,3.7,Protolabs,Maple Plain, MN,"Maple Plain, MN",1001 to 5000 employees,1999,Company - Public,Miscellaneous Manufacturing,Manufacturing,$100 to $500 million (USD),,24
346,Data Scientist,$122,$146,3,Ameritas Life Insurance Corp,Cincinnati, OH,"Lincoln, NE",1001 to 5000 employees,1887,Company - Private,Insurance Agencies & Brokerages,Insurance,$2 to $5 billion (USD),,136
347,Data Engineer - Kafka,$122,$146,3.5,Western Digital,San Jose, CA,"San Jose, CA",10000+ employees,1970,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),"Seagate Technology, Toshiba",53
348,Data Scientist,$122,$146,2.9,"Shimento, Inc.",Santa Clara, CA,"Benicia, CA",1 to 50 employees,,Company - Private,,,$1 to $5 million (USD),,2023
349,Data Scientist,$122,$146,5,Averity,New York, NY,"New York, NY",1 to 50 employees,2014,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,,9
350,Data Scientist,$122,$146,4.7,Praxis Engineering,Chantilly, VA,"Annapolis Junction, MD",201 to 500 employees,2002,Subsidiary or Business Segment,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"Raytheon Technologies, Northrop Grumman, Booz Allen Hamilton",21
351,Data Scientist,$122,$146,,Point72 Ventures,Palo Alto, CA,,,,,,,,,2023
352,Decision Scientist,$122,$146,4.5,Johns Hopkins University Applied Physics Laboratory,Laurel, MD,"Laurel, MD",5001 to 10000 employees,1942,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),"MIT Lincoln Laboratory, Lockheed Martin, Northrop Grumman",81
353,Data Scientist,$122,$146,4.9,Cambridge Mobile Telematics,Cambridge, MA,"Cambridge, MA",1 to 50 employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,,13
354,Data Science All Star Program - Data Engineer Track,$122,$146,4.6,Blend360,Columbia, MD,"Columbia, MD",51 to 200 employees,2002,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,,21
355,Data Scientist - TS/SCI FSP or CI Required,$122,$146,5,Phoenix Operations Group,Annapolis Junction, MD,"Woodbine, MD",1 to 50 employees,2011,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),,12
356,Data Analyst,$122,$146,3.9,Nolij Consulting,Falls Church, VA,"Vienna, VA",51 to 200 employees,2012,Company - Public,Consulting,Business Services,$1 to $5 million (USD),,11
357,Data Scientist,$122,$146,,Hatch Data Inc,San Francisco, CA,,,,,,,,,2023
358,Data Scientist,$122,$146,,Hatch Data Inc,San Francisco, CA,,,,,,,,,2023
359,Data Scientist,$122,$146,,Hatch Data Inc,San Francisco, CA,,,,,,,,,2023
360,Data Scientist,$122,$146,,Hatch Data Inc,San Francisco, CA,,,,,,,,,2023
361,Data Scientist,$122,$146,,Hatch Data Inc,San Francisco, CA,,,,,,,,,2023
362,Data Scientist,$122,$146,,Hatch Data Inc,San Francisco, CA,,,,,,,,,2023
363,Senior Data Scientist,$122,$146,3.5,Maxar Technologies,Herndon, VA,"Westminster, CO",5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),,2023
364,Data Scientist,$112,$116,4.3,Quick Base,Cambridge, MA,"Cambridge, MA",201 to 500 employees,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,,24
365,Data Scientist,$112,$116,3.7,Takeda,Cambridge, MA,"OSAKA, Japan",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Novartis, Baxter, Pfizer",242
366,Data Scientist,$112,$116,3.5,Maxar Technologies,Herndon, VA,"Westminster, CO",5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),,2023
367,ENGINEER - COMPUTER SCIENTIST - RESEARCH COMPUTER SCIENTIST - SIGNAL PROCESSING - SAN ANTONIO OR,$112,$116,3.9,Southwest Research Institute,Oklahoma City, OK,"San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",76
368,Data Scientist,$112,$116,4.7,Compass Consulting Group,Thousand Oaks, CA,"Danville, CA",51 to 200 employees,2008,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,,15
369,Data Science Software Engineer,$112,$116,4.8,Klaviyo,Boston, MA,"Boston, MA",201 to 500 employees,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,,11
370,AI Ops Data Scientist,$112,$116,4,AstraZeneca,Gaithersburg, MD,"Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",110
371,Data Scientist,$112,$116,4.4,"SolutionIT, Inc.",Edison, NJ,"Wilmington, MA",51 to 200 employees,,Company - Private,,,Unknown / Non-Applicable,,2023
372,Data Scientist,$112,$116,3.2,Perspecta,Adelphi, MD,"Chantilly, VA",10000+ employees,2018,Company - Public,Aerospace & Defense,Aerospace & Defense,Unknown / Non-Applicable,,5
373,Data Scientist,$112,$116,4.5,Smith Hanley Associates,Washington, DC,"New York, 061",1 to 50 employees,1980,Company - Private,Staffing & Outsourcing,Business Services,Unknown / Non-Applicable,"Kforce, PageGroup, Robert Half",43
374,Scientist - Machine Learning,$112,$116,3.5,Allen Institute,Seattle, WA,"Seattle, WA",201 to 500 employees,2003,Nonprofit Organization,Research & Development,Business Services,$100 to $500 million (USD),,20
375,Data Scientist,$112,$116,4.4,Eliassen Group,Plano, TX,"Reading, MA",1001 to 5000 employees,1989,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),"TEKsystems, Kforce, Randstad US",34
376,Data Scientist,$112,$116,3.1,Bayside Solutions,Sunnyvale, CA,"Pleasanton, CA",1 to 50 employees,2001,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),,22
377,Sr. Data Scientist,$112,$116,3.5,Evolve Vacation Rental,Denver, CO,"Denver, CO",201 to 500 employees,2011,Company - Private,Travel Agencies,Travel & Tourism,Unknown / Non-Applicable,,12
378,Data Scientist,$112,$116,3.8,AgreeYa Solutions,Thousand Oaks, CA,"Folsom, CA",1001 to 5000 employees,1999,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),,24
379,Data Scientist,$112,$116,3.7,Carolina Power & Light Co,McLean, VA,"Raleigh, NC",5001 to 10000 employees,1908,Subsidiary or Business Segment,Energy,"Oil, Gas, Energy & Utilities",Unknown / Non-Applicable,"South Carolina Electric & Gas, Virginia Electric and Power",115
380,Analytics Manager - Data Mart,$112,$116,3.5,Central California Alliance for Health,Scotts Valley, CA,"Scotts Valley, CA",501 to 1000 employees,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),,27
381,Data Modeler (Analytical Systems),$112,$116,3.7,MassMutual,Boston, MA,"Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),,172
382,Applied AI Scientist / Engineer,$112,$116,5,"New Iron Group, Inc.",Boston, MA,"Austin, TX",1 to 50 employees,2003,Contract,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,,20
383,"Data Engineer (Analytics, SQL, Python, AWS)",$112,$116,4,Travelers,Hartford, CT,"Hartford, CT",10000+ employees,1853,Company - Public,Insurance Carriers,Insurance,$10+ billion (USD),,170
384,Senior Data Analyst - Finance & Platform Analytics,$112,$116,3.6,Twitch,San Francisco, CA,"San Francisco, CA",1001 to 5000 employees,2011,Subsidiary or Business Segment,Internet,Information Technology,Unknown / Non-Applicable,,12
385,Senior Data Scientist,$110,$163,4.8,Klaviyo,Boston, MA,"Boston, MA",201 to 500 employees,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,,11
386,Market Research Data Scientist,$110,$163,3.8,GutCheck,Denver, CO,"Denver, CO",51 to 200 employees,2009,Company - Private,Advertising & Marketing,Business Services,$10 to $25 million (USD),"Nielsen, Zappi, SurveyMonkey",14
387,IT Partner Digital Health Technology and Data Science,$110,$163,3.6,Biogen,Cambridge, MA,"Cambridge, MA",5001 to 10000 employees,1978,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),,45
388,Data Scientist,$110,$163,,HireAi,San Francisco, CA,,,,,,,,,2023
389,Data Scientist,$110,$163,,HireAi,San Francisco, CA,,,,,,,,,2023
390,"Senior Machine Learning Scientist - Bay Area, CA",$110,$163,3.3,Tempus Labs,Redwood City, CA,"Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,,8
391,"Software Engineer (Data Scientist, C,C++,Linux,Unix) - SISW - MG",$110,$163,4.1,Mentor Graphics,Fremont, CA,"Wilsonville, OR",5001 to 10000 employees,1981,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),"Cadence Design Systems, Synopsys, Altium Limited",42
392,Senior Clinical Data Scientist Programmer,$110,$163,3.6,WCG (WIRB-Copernicus Group),Hamilton, NJ,"Princeton, NJ",1001 to 5000 employees,,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),,2023
393,Data Engineer,$110,$163,4.5,Kingfisher Systems,Falls Church, VA,"Falls Church, VA",51 to 200 employees,2005,Company - Private,Federal Agencies,Government,$25 to $50 million (USD),,18
394,Computer Vision / Deep Learning Scientist,$110,$163,3.3,Tempus Labs,Chicago, IL,"Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,,8
395,Data Solutions Engineer - Data Modeler,$110,$163,3.4,Liberty Mutual Insurance,Indianapolis, IN,"Boston, MA",10000+ employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",111
396,Data Scientist,$110,$163,4.3,Visionary Integration Professionals,Washington, DC,"Folsom, CA",501 to 1000 employees,1996,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),"CGI (Nevada), Accenture, Deloitte",27
397,Data Scientist (TS/SCI w/ Poly),$110,$163,3.5,Maxar Technologies,Herndon, VA,"Westminster, CO",5001 to 10000 employees,,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),,2023
398,Weapons and Sensors Engineer/Scientist,$110,$163,4,Dynetics,Huntsville, AL,"Huntsville, AL",1001 to 5000 employees,1974,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),,49
399,Applied Computer Scientist,$110,$163,4.5,Systems & Technology Research,Woburn, MA,"Woburn, MA",201 to 500 employees,2010,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),,13
